,loss,mse,val_loss,val_mse
43,3.644815683364868,3.644815683364868,2.7275032997131348,2.7275032997131348
44,3.643531322479248,3.643531322479248,2.574882984161377,2.574882984161377
45,3.6440589427948,3.6440589427948,2.5989677906036377,2.5989677906036377
46,3.642706871032715,3.642706871032715,2.712311267852783,2.712311267852783
47,3.6498703956604004,3.6498703956604004,2.694582223892212,2.694582223892212
48,3.6355841159820557,3.6355841159820557,3.0459046363830566,3.0459046363830566
49,3.632547378540039,3.632547378540039,2.7398717403411865,2.7398717403411865
50,3.634678363800049,3.634678363800049,2.6460392475128174,2.6460392475128174
51,3.6325716972351074,3.6325716972351074,2.7015433311462402,2.7015433311462402
52,3.6298012733459473,3.6298012733459473,2.8830106258392334,2.8830106258392334
53,3.6275699138641357,3.6275699138641357,2.672013759613037,2.672013759613037
54,3.6265206336975098,3.6265206336975098,2.586446762084961,2.586446762084961
55,3.62854266166687,3.62854266166687,2.700998544692993,2.700998544692993
56,3.628913402557373,3.628913402557373,2.632385015487671,2.632385015487671
57,3.6259632110595703,3.6259632110595703,2.6726479530334473,2.6726479530334473
58,3.6208949089050293,3.6208949089050293,3.0465943813323975,3.0465943813323975
59,3.6224513053894043,3.6224513053894043,2.646437644958496,2.646437644958496
60,3.622762441635132,3.622762441635132,2.6810591220855713,2.6810591220855713
61,3.620619773864746,3.620619773864746,2.9662771224975586,2.9662771224975586
62,3.62200927734375,3.62200927734375,2.644747734069824,2.644747734069824
63,3.622746229171753,3.622746229171753,2.96705961227417,2.96705961227417
64,3.623424530029297,3.623424530029297,2.649280548095703,2.649280548095703
65,3.621171474456787,3.621171474456787,2.6845524311065674,2.6845524311065674
66,3.62278413772583,3.62278413772583,2.579106092453003,2.579106092453003
67,3.619767189025879,3.619767189025879,2.60878849029541,2.60878849029541
68,3.6178226470947266,3.6178226470947266,2.7124204635620117,2.7124204635620117
69,3.6205291748046875,3.6205291748046875,2.956645965576172,2.956645965576172
70,3.6202919483184814,3.6202919483184814,2.7515692710876465,2.7515692710876465
71,3.6188204288482666,3.6188204288482666,2.7636566162109375,2.7636566162109375
72,3.618746042251587,3.618746042251587,2.750382661819458,2.750382661819458
73,3.620520830154419,3.620520830154419,2.688304901123047,2.688304901123047
74,3.619304656982422,3.619304656982422,2.657927989959717,2.657927989959717
75,3.619320869445801,3.619320869445801,2.9182662963867188,2.9182662963867188
76,3.6207592487335205,3.6207592487335205,2.7195801734924316,2.7195801734924316
77,3.626002073287964,3.626002073287964,2.6215264797210693,2.6215264797210693
78,3.6270337104797363,3.6270337104797363,2.678067684173584,2.678067684173584
79,3.6287317276000977,3.6287317276000977,2.620374917984009,2.620374917984009
80,3.6287009716033936,3.6287009716033936,2.7777810096740723,2.7777810096740723
81,3.6268222332000732,3.6268222332000732,2.8785557746887207,2.8785557746887207
82,3.625650405883789,3.625650405883789,2.9209635257720947,2.9209635257720947
83,3.6294116973876953,3.6294116973876953,2.67655873298645,2.67655873298645
84,3.62907338142395,3.62907338142395,2.6017439365386963,2.6017439365386963
85,3.6290388107299805,3.6290388107299805,2.675325632095337,2.675325632095337
86,3.6289844512939453,3.6289844512939453,2.7065234184265137,2.7065234184265137
87,3.631748914718628,3.631748914718628,2.6623167991638184,2.6623167991638184
88,3.6280689239501953,3.6280689239501953,2.7048473358154297,2.7048473358154297
89,3.62886381149292,3.62886381149292,2.6668508052825928,2.6668508052825928
90,3.6265931129455566,3.6265931129455566,2.851966381072998,2.851966381072998
91,3.6301088333129883,3.6301088333129883,2.7112128734588623,2.7112128734588623
92,3.6339406967163086,3.6339406967163086,2.8105111122131348,2.8105111122131348
93,3.6370129585266113,3.6370129585266113,2.78761887550354,2.78761887550354
94,3.637045383453369,3.637045383453369,2.7614874839782715,2.7614874839782715
95,3.6303012371063232,3.6303012371063232,2.6672842502593994,2.6672842502593994
96,3.628375768661499,3.628375768661499,2.6479873657226562,2.6479873657226562
97,3.6311964988708496,3.6311964988708496,2.827350616455078,2.827350616455078
98,3.633181571960449,3.633181571960449,2.7395925521850586,2.7395925521850586
99,3.632981777191162,3.632981777191162,2.6667864322662354,2.6667864322662354
