일자,smart_farm.insolation,smart_farm.out_tmperature,smart_farm.out_humidity,smart_farm.wind_speed,smart_farm.wind_direction,smart_farm.in_tmperature,smart_farm.in_humidity,smart_farm.shield_light_h,smart_farm.shield_tmperature_h,smart_farm.shield_energy_h,smart_farm.shield_energy_v,smart_farm.exhaust_fan,smart_farm.ceiling,smart_farm.floating_fan,smart_farm.fan_coil_b_site,smart_farm.ventilation_temperature_control,smart_farm.heating_temperature_set_up,smart_farm.heat_supply,5CM 정시 지중온도(°C),10CM 정시 지중온도(°C),20CM 정시 지중온도(°C),30CM 정시 지중온도(°C),0.5M 정시 지중온도(°C),1.0M 정시 지중온도(°C),10CM 정시 토양수분(%),20CM 정시 토양수분(%),30CM 정시 토양수분(%),50CM 정시 토양수분(%)
2021-11-27 7:00,37.33,-1.466666667,88.33333333,0.0733333333,349.25,19.63666667,52.05166667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,20.08333333,27.9,1.6,2.1,2.6,9.3,11.6,15.8,10.4,7.6,3.9,5.0
2021-11-27 8:00,219.5833333,1.856666667,79.56666667,0.075,14.58333333,20.61833333,53.41666667,43.85,51.28333333,0.0,2.466666667,0.0,0.0,1.0,0.533333333,27.0,20.58666667,16.5,1.5,1.9,2.4,9.0,11.5,15.7,10.4,7.6,3.9,5.0
2021-11-27 9:00,361.2,5.923333333,67.36666667,0.413333333,125.7833333,23.195,58.68833333,100.0,100.0,14.78333333,92.61666667,0.0,3.883333333,1.0,0.0,27.0,20.0,12.0,1.7,1.9,2.5,8.9,11.4,15.7,10.4,7.6,3.9,5.0
2021-11-27 10:00,501.1,8.021666667,56.48333333,1.193333333,73.93333333,25.53833333,47.26166667,100.0,100.0,100.0,100.0,0.483333333,22.73333333,0.95,0.0,28.565,20.0,12.0,2.2,2.2,2.7,8.8,11.4,15.8,10.5,7.6,3.9,5.0
2021-11-27 11:00,574.6,9.845,45.03333333,1.356666667,89.23333333,27.10666667,38.58333333,100.0,100.0,100.0,100.0,0.833333333,40.91666667,0.916666667,0.0,30.0,20.0,12.0,3.2,2.9,2.9,8.6,11.3,15.7,10.6,7.6,3.9,5.0
2021-11-27 12:00,589.1333333,11.255,36.63333333,1.348333333,80.71666667,27.5,36.4,100.0,100.0,100.0,100.0,1.0,55.0,1.0,0.0,30.0,20.0,12.0,6.3,6.1,4.6,8.5,11.3,15.7,10.7,7.6,3.9,5.0
2021-11-27 13:00,539.3,12.01333333,36.01666667,1.278333333,76.06666667,27.5,36.4,100.0,100.0,100.0,100.0,1.0,55.0,1.0,0.0,30.0,20.0,12.0,9.4,9.1,6.8,8.5,11.2,15.7,10.9,7.6,3.9,5.0
2021-11-27 14:00,428.7,12.51,30.5,1.288333333,121.45,26.85166667,43.38166667,100.0,100.0,100.0,100.0,0.483333333,13.75,0.9,0.0,30.0,20.0,12.0,11.7,11.4,8.8,8.7,11.3,15.8,11.0,7.7,3.9,5.0
2021-11-27 15:00,270.7333333,12.57666667,22.38333333,1.406666667,72.08333333,26.08,46.29,100.0,100.0,83.56666667,100.0,0.166666667,2.683333333,0.916666667,0.0,30.0,20.0,12.0,12.7,12.5,10.1,8.9,11.2,15.8,11.1,7.7,3.9,5.0
2021-11-27 16:00,81.77166667,12.13166667,20.11666667,0.636666667,54.78333333,22.41833333,65.24166667,98.16666667,100.0,0.0,73.63333333,0.0,0.0,0.766666667,0.0333333333,29.23333333,19.925,14.7,12.7,12.4,10.6,9.2,11.3,15.8,11.1,7.7,3.9,5.0
2021-11-27 17:00,-1.456666667,9.795,27.85,0.311666667,167.9,18.80666667,69.47333333,9.816666667,100.0,0.0,0.0,0.0,0.0,0.95,0.383333333,27.265,18.45,25.4,10.9,10.9,10.0,9.5,11.2,15.8,11.2,7.8,3.9,5.0
2021-11-27 18:00,-4.186666667,6.386666667,43.48333333,0.318333333,136.75,16.81833333,68.545,0.0,44.48333333,0.0,0.0,0.0,0.0,1.0,0.366666667,28.0,16.45,25.9,8.5,9.0,8.9,9.7,11.2,15.8,11.3,7.8,3.9,5.0
2021-11-27 19:00,-3.688333333,4.363333333,53.78333333,0.333333333,304.45,15.49166667,67.79,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.266666667,28.0,15.05,27.3,6.5,7.2,7.6,9.9,11.2,15.7,11.4,7.8,3.9,5.0
2021-11-27 20:00,-3.681666667,2.516666667,60.56666667,0.121666667,155.7333333,15.87833333,64.70166667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.433333333,28.0,15.61166667,29.0,5.2,5.9,6.6,10.0,11.2,15.7,11.4,7.8,3.9,5.0
2021-11-27 21:00,-3.331666667,1.485,64.31666667,0.228333333,56.8,17.52166667,59.58666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,28.0,17.47666667,34.4,4.1,4.9,5.7,10.0,11.2,15.7,11.4,7.8,3.9,5.1
2021-11-27 22:00,-3.643333333,0.665,66.03333333,0.141666667,318.0,18.08833333,58.01833333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.816666667,28.0,18.0,27.7,3.3,4.0,4.8,9.9,11.2,15.7,11.3,7.8,3.9,5.1
2021-11-27 23:00,-3.8,-0.25,71.06666667,0.173333333,353.8666667,18.01833333,56.87666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,28.0,18.0,31.2,2.7,3.5,4.2,9.8,11.2,15.7,11.2,7.7,3.9,5.1
2021-11-28 0:00,-3.776666667,-0.818333333,72.41666667,0.186666667,339.25,18.01,55.435,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.833333333,28.0,18.0,31.4,2.4,3.2,3.8,9.7,11.2,15.7,11.1,7.7,3.9,5.1
2021-11-28 1:00,-3.895,-1.166666667,72.78333333,0.156666667,318.8166667,18.07666667,54.36666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,28.0,18.0,30.8,2.1,2.8,3.4,9.5,11.2,15.6,10.9,7.6,3.9,5.1
2021-11-28 2:00,-3.788333333,-1.618333333,75.25,0.0866666667,321.0,17.875,54.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.833333333,28.0,18.0,35.1,2.0,2.5,3.1,9.4,11.2,15.6,10.8,7.6,3.9,5.1
2021-11-28 3:00,-3.965,-2.05,77.21666667,0.126666667,323.3333333,18.09833333,53.73333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,28.0,18.0,30.9,1.7,2.2,2.8,9.2,11.2,15.6,10.8,7.6,3.9,5.1
2021-11-28 4:00,-3.928333333,-2.481666667,78.83333333,0.168333333,215.65,18.00689655,53.62931034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.896551724,28.0,18.0,32.3,1.5,2.1,2.6,9.0,11.1,15.6,10.7,7.6,3.9,5.1
2021-11-28 5:00,-3.855,-2.755,81.18333333,0.101666667,9.066666667,17.87666667,54.76166667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,18.15,36.9,1.4,1.8,2.4,8.9,11.1,15.6,10.6,7.6,3.9,5.1
2021-11-28 6:00,-3.966666667,-3.031666667,82.01666667,0.153333333,78.18333333,17.9,54.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.95833333,19.05,33.0,1.2,1.7,2.2,8.7,11.1,15.6,10.6,7.6,3.9,5.1
2021-11-28 7:00,30.41833333,-2.935,82.58333333,0.243333333,338.7833333,17.9,54.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,20.05,28.5,1.1,1.6,2.0,8.6,11.0,15.6,10.6,7.6,3.9,5.1
2021-11-28 8:00,199.2833333,-0.81,77.5,0.346666667,156.15,17.9,54.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,20.595,32.7,0.9,1.3,1.8,8.3,10.8,15.5,10.6,7.6,3.9,5.1
2021-11-28 9:00,355.2333333,2.68,63.63333333,0.248333333,73.8,17.9,54.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,20.0,26.6,1.2,1.5,1.9,8.3,10.8,15.5,11.1,7.6,3.9,5.1
2021-11-28 10:00,489.0666667,6.611666667,50.85,0.281666667,113.6,20.93103448,51.96724138,22.37931034,3.448275862,3.379310345,31.39655172,0.189655172,9.103448276,0.948275862,0.655172414,28.45689655,19.88275862,20.8,1.4,1.6,2.0,8.1,10.7,15.4,11.1,7.6,3.8,5.1
2021-11-28 11:00,561.8,9.868333333,41.21666667,0.508333333,80.75,27.16166667,44.56833333,100.0,88.0,87.88333333,100.0,0.583333333,15.7,0.866666667,0.0,30.0,19.98333333,24.0,1.8,1.8,2.1,8.0,10.7,15.4,11.1,7.6,3.8,5.1
2021-11-28 12:00,567.8,12.55833333,37.73333333,0.418333333,144.8166667,27.31,47.49666667,100.0,100.0,100.0,100.0,0.733333333,35.16666667,1.0,0.0,30.0,20.0,24.0,2.9,2.8,2.7,7.9,10.6,15.4,11.3,7.6,3.8,5.1
2021-11-28 13:00,404.0333333,13.64,37.6,0.886666667,137.2166667,27.05666667,47.605,100.0,100.0,100.0,100.0,0.516666667,23.91666667,1.0,0.0,30.0,20.0,24.0,6.8,6.8,4.8,7.8,10.6,15.4,11.4,7.6,3.8,5.1
2021-11-28 14:00,431.9,14.39,31.51666667,0.535,161.15,27.18833333,42.38,100.0,100.0,100.0,100.0,0.7,33.31666667,0.983333333,0.0,30.0,20.0,24.0,9.6,9.3,6.9,7.8,10.5,15.4,11.6,7.6,3.8,5.1
2021-11-28 15:00,282.5666667,15.28166667,25.03333333,0.296666667,195.8,26.80833333,55.23333333,100.0,100.0,100.0,100.0,0.216666667,7.966666667,0.95,0.0,30.0,20.0,24.0,12.0,11.4,8.7,7.9,10.5,15.4,11.6,7.6,3.8,5.1
2021-11-28 16:00,102.5383333,15.095,26.68333333,0.155,129.7166667,24.81,61.04166667,100.0,100.0,44.58333333,74.33333333,0.116666667,0.416666667,1.0,0.0,29.23166667,19.925,24.0,12.7,12.1,9.8,8.2,10.5,15.4,11.8,7.6,3.8,5.1
2021-11-28 17:00,0.168333333,12.49666667,39.58333333,0.215,171.5166667,19.48666667,73.19333333,22.11666667,100.0,0.0,0.0,0.0,0.0,0.833333333,0.0,27.265,18.45,24.0,11.9,11.5,9.8,8.5,10.5,15.5,11.8,7.6,3.8,5.1
2021-11-28 18:00,-3.805,9.361666667,51.63333333,0.115,171.5166667,17.035,73.72333333,0.0,46.23333333,0.0,0.0,0.0,0.0,1.0,0.05,28.0,16.45,55.7,9.5,9.7,9.0,8.8,10.5,15.4,11.9,7.7,3.9,5.1
2021-11-28 19:00,-3.4,7.001666667,61.63333333,0.0666666667,68.0,15.50166667,73.71166667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.133333333,28.0,15.05,34.3,7.7,8.2,8.1,9.1,10.5,15.4,11.9,7.7,3.9,5.1
2021-11-28 20:00,-2.968333333,5.301666667,69.13333333,0.131666667,63.2,15.95333333,69.285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.333333333,28.0,15.61166667,25.6,6.2,6.8,7.1,9.2,10.5,15.4,11.9,7.7,3.9,5.1
2021-11-28 21:00,-3.266666667,4.046666667,74.31666667,0.308333333,33.1,17.59333333,63.505,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65,28.0,17.475,26.8,5.1,5.8,6.2,9.3,10.5,15.4,12.0,7.7,3.9,5.1
2021-11-28 22:00,-3.398333333,3.185,77.73333333,0.02,22.0,18.11833333,61.31166667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.616666667,28.0,18.0,27.9,4.3,4.9,5.4,9.3,10.5,15.3,12.0,7.7,3.9,5.1
2021-11-28 23:00,-3.35,2.521666667,80.83333333,0.243333333,164.55,18.105,61.14666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65,28.0,18.0,27.2,3.6,4.1,4.7,9.2,10.4,15.2,11.9,7.7,3.9,5.1
2021-11-29 0:00,-3.516666667,1.915,83.35,0.186666667,44.05,18.07333333,60.18333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65,28.0,18.0,27.3,3.1,3.7,4.2,9.1,10.5,15.3,11.9,7.6,3.9,5.1
2021-11-29 1:00,-3.823333333,0.966666667,85.91666667,0.0466666667,350.4833333,18.05333333,58.71,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,28.0,18.0,29.7,2.8,3.3,3.8,9.1,10.6,15.3,11.8,7.6,3.9,5.1
2021-11-29 2:00,-3.761666667,0.51,88.26666667,0.111666667,337.9666667,18.10833333,57.46833333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.916666667,28.0,18.0,26.3,2.4,3.0,3.5,8.9,10.6,15.3,11.8,7.6,3.9,5.1
2021-11-29 3:00,-4.113333333,0.01,89.08333333,0.0683333333,329.0,18.02833333,56.74666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,28.0,18.0,31.2,2.2,2.7,3.2,8.8,10.6,15.3,11.6,7.6,3.9,5.1
2021-11-29 4:00,-4.125,-0.69,90.08333333,0.218333333,237.0,18.11694915,55.8220339,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.949152542,28.0,18.0,32.1,2.0,2.4,2.9,8.7,10.5,15.2,11.5,7.6,3.8,5.1
2021-11-29 5:00,-3.733333333,-1.273333333,91.65,0.163333333,155.8833333,18.04,55.27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.883333333,28.0,18.14166667,26.1,1.9,2.3,2.7,8.5,10.5,15.2,11.4,7.6,3.8,5.1
2021-11-29 6:00,-3.711666667,-1.661666667,93.43333333,0.195,167.6666667,18.855,53.175,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.97333333,19.03333333,22.3,2.0,2.3,2.6,8.4,10.5,15.2,11.3,7.6,3.8,5.1
2021-11-29 7:00,19.14,-2.001666667,93.6,0.106666667,196.4333333,19.17333333,53.145,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,20.03333333,18.0,1.9,2.2,2.5,8.3,10.4,15.2,11.3,7.5,3.8,5.1
2021-11-29 8:00,227.5083333,-0.78,93.28333333,0.495,34.78333333,20.39833333,53.81166667,40.01666667,40.86666667,0.0,0.0,0.0,0.0,1.0,0.7,27.0,20.6,17.0,1.9,2.2,2.4,8.1,10.4,15.1,11.3,7.5,3.8,5.1
2021-11-29 9:00,400.8333333,2.958333333,83.08333333,0.403333333,45.91666667,22.44833333,58.51166667,100.0,100.0,11.36666667,77.15,0.0,0.283333333,1.0,0.0,27.0,20.0,0.9,2.0,2.2,2.4,8.1,10.4,15.1,11.3,7.5,3.8,5.1
2021-11-29 10:00,476.5833333,7.548333333,68.58333333,0.323333333,89.66666667,25.245,67.69166667,100.0,100.0,99.6,100.0,0.166666667,8.983333333,0.966666667,0.0166666667,28.45333333,20.0,0.0,2.4,2.3,2.5,7.9,10.3,15.1,11.3,7.5,3.8,5.1
2021-11-29 11:00,568.3333333,11.1,53.48333333,0.441666667,134.55,27.02666667,59.90166667,100.0,100.0,100.0,100.0,0.55,26.45,0.816666667,0.0,30.0,20.0,0.0,4.8,4.7,3.4,7.8,10.3,15.1,11.4,7.6,3.8,5.1
2021-11-29 12:00,584.3666667,13.37666667,41.65,0.483333333,105.8166667,27.36833333,48.46666667,100.0,100.0,100.0,100.0,0.916666667,47.83333333,0.966666667,0.0,30.0,20.0,0.0,7.8,7.6,5.6,7.8,10.3,15.1,11.6,7.6,3.8,5.1
2021-11-29 13:00,511.4666667,14.895,35.91666667,0.513333333,224.1333333,27.37,44.28666667,100.0,100.0,100.0,100.0,1.0,74.13333333,0.983333333,0.0,30.0,20.0,0.0,10.5,10.2,7.7,7.9,10.3,15.1,11.8,7.6,3.8,5.0
2021-11-29 14:00,420.6666667,15.93333333,27.71666667,1.16,154.6833333,27.45666667,45.31333333,100.0,100.0,100.0,100.0,1.0,80.68333333,0.983333333,0.0,30.0,20.0,0.0,12.4,12.0,9.3,8.1,10.3,15.2,11.9,7.6,3.8,5.0
2021-11-29 15:00,265.7833333,15.73166667,28.8,1.77,138.8666667,26.68333333,56.02666667,100.0,100.0,100.0,100.0,0.45,19.03333333,0.866666667,0.0,30.0,20.0,0.0,13.7,13.3,10.7,8.4,10.3,15.2,12.0,7.6,3.8,5.0
2021-11-29 16:00,67.045,15.08833333,31.25,0.838333333,160.4333333,23.51833333,62.84,98.23333333,100.0,24.9,73.81666667,0.0,0.0,0.983333333,0.0,29.22166667,19.92333333,0.0,14.0,13.5,11.3,8.6,10.3,15.1,11.9,7.6,3.8,5.0
2021-11-29 17:00,0.64,13.54833333,43.53333333,0.35,194.1166667,19.45517241,74.64310345,11.86206897,100.0,0.0,0.0,0.0,0.0,0.931034483,0.0,27.27288136,18.44576271,0.0,12.5,12.3,10.9,9.0,10.3,15.1,11.9,7.6,3.8,5.0
2021-11-29 18:00,-3.428333333,11.7,51.63333333,0.168333333,215.1833333,17.225,76.75833333,0.0,43.96666667,0.0,0.0,0.0,0.0,1.0,0.0,28.0,16.45,0.0,10.6,10.8,10.2,9.4,10.4,15.2,11.9,7.7,3.8,5.0
2021-11-29 19:00,-3.228333333,8.393333333,62.68333333,0.11,307.4166667,15.60833333,75.53166667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0833333333,28.0,15.05,12.5,9.1,9.6,9.3,9.6,10.4,15.2,12.0,7.7,3.9,5.0
2021-11-29 20:00,-2.873333333,6.943333333,68.68333333,0.435,98.03333333,16.04666667,71.85166667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,28.0,15.62666667,60.0,7.7,8.3,8.4,9.7,10.4,15.1,12.1,7.7,3.9,5.0
2021-11-29 21:00,-3.285,5.85,73.25,0.173333333,279.25,17.39166667,67.36388889,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.611111111,28.0,17.28055556,25.5,6.7,7.3,7.5,9.8,10.4,15.1,12.1,7.7,3.9,5.1
2021-11-29 22:00,-3.253333333,4.626666667,77.76666667,0.095,199.2833333,18.19268293,63.39268293,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.536585366,28.0,18.0,26.0,5.9,6.5,6.8,9.8,10.5,15.1,12.1,7.7,3.9,5.1
2021-11-29 23:00,-3.245,3.963333333,81.78333333,0.0666666667,13.86666667,18.13,62.595,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,28.0,18.0,26.2,5.2,5.8,6.2,9.8,10.6,15.1,12.1,7.7,3.9,5.1
