일자,10CM 정시 토양수분(%),20CM 정시 토양수분(%),30CM 정시 토양수분(%),50CM 정시 토양수분(%),smart_farm.shield_light_h,smart_farm.shield_tmperature_h,smart_farm.shield_energy_h,smart_farm.shield_energy_v,smart_farm.exhaust_fan,smart_farm.ceiling,smart_farm.floating_fan,smart_farm.fan_coil_b_site,smart_farm.ventilation_temperature_control,smart_farm.heating_temperature_set_up,smart_farm.heat_supply
2021-11-26 13:00,21.03636364,22.04545455,21.51818182,24.35454545,100.0,100.0,100.0,100.0,0.983333333,54.16666667,1.0,0.0,30.0,20.0,6.0
2021-11-26 14:00,21.10909091,22.05454545,21.51818182,24.35454545,100.0,100.0,99.90316456,100.0,0.967721519,58.08016878,0.6,0.0,30.0,19.99031646,4.6
2021-11-26 15:00,21.06363636,22.06363636,21.51818182,24.35454545,100.0,100.0,98.19620253,100.0,0.398734177,57.80379747,0.0,0.0,30.0,19.81962025,0.0
2021-11-26 16:00,21.08181818,22.02727273,21.58181818,24.36363636,99.06666667,100.0,13.26729958,74.75,0.166877637,6.282700422,0.933333333,0.0,29.245,19.87506329,0.0
2021-11-26 17:00,21.05454545,22.09090909,21.56363636,24.32727273,12.8,100.0,0.0,0.0,0.0,0.0,0.966666667,0.133333333,27.25666667,18.45,39.1
2021-11-26 18:00,21.06363636,22.01818182,21.55454545,24.32727273,0.0,43.46666667,0.0,0.0,0.0,0.0,1.0,0.0333333333,28.0,16.45,10.6
2021-11-26 19:00,21.08181818,21.90909091,21.54545455,24.33636364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.366666667,28.0,15.05,45.9
2021-11-26 20:00,21.08181818,22.05454545,21.58181818,24.32727273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,28.0,15.6,70.4
2021-11-26 21:00,21.09090909,21.96363636,21.58181818,24.32727273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95,28.0,17.475,47.3
2021-11-26 22:00,21.07272727,22.02727273,21.65454545,24.33636364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,28.0,18.0,31.0
2021-11-26 23:00,21.03636364,21.88181818,21.69090909,24.32727273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.916666667,28.0,18.0,38.1
2021-11-27 0:00,20.99090909,21.87272727,21.67272727,24.32727273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.866666667,28.0,18.0,40.2
2021-11-27 1:00,20.91818182,22.0,21.63636364,24.32727273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95,28.0,18.0,43.7
2021-11-27 2:00,20.86363636,21.92727273,21.61818182,24.31818182,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95,28.0,18.0,40.0
2021-11-27 3:00,20.8,21.93636364,21.59090909,24.31818182,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95,28.0,18.0,35.7
2021-11-27 4:00,20.73636364,21.80909091,21.41818182,24.32727273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,18.0,28.1
2021-11-27 5:00,20.70909091,21.79090909,21.5,24.32727273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,18.17,33.5
2021-11-27 6:00,20.66363636,21.79090909,21.49090909,24.32727273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.93666667,19.08333333,30.1
2021-11-27 7:00,20.58181818,21.79090909,21.47272727,24.30909091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,20.08333333,27.9
2021-11-27 8:00,20.54545455,21.77272727,21.32727273,24.30909091,43.85,51.28333333,0.0,2.466666667,0.0,0.0,1.0,0.533333333,27.0,20.58666667,16.5
2021-11-27 9:00,20.53636364,21.75454545,21.44545455,24.3,100.0,100.0,14.78333333,92.61666667,0.0,3.883333333,1.0,0.0,27.0,20.0,12.0
2021-11-27 10:00,20.59090909,21.75454545,21.40909091,24.28181818,100.0,100.0,100.0,100.0,0.483333333,22.73333333,0.95,0.0,28.565,20.0,12.0
2021-11-27 11:00,20.6,21.72727273,21.42727273,24.29090909,100.0,100.0,100.0,100.0,0.833333333,40.91666667,0.916666667,0.0,30.0,20.0,12.0
2021-11-27 12:00,20.65454545,21.72727273,21.37272727,24.29090909,100.0,100.0,100.0,100.0,1.0,55.0,1.0,0.0,30.0,20.0,12.0
2021-11-27 13:00,20.76363636,21.7,21.17272727,24.28181818,100.0,100.0,100.0,100.0,1.0,55.0,1.0,0.0,30.0,20.0,12.0
2021-11-27 14:00,20.84545455,21.70909091,21.34545455,24.28181818,100.0,100.0,100.0,100.0,0.483333333,13.75,0.9,0.0,30.0,20.0,12.0
2021-11-27 15:00,20.85454545,21.68181818,21.28181818,24.28181818,100.0,100.0,83.56666667,100.0,0.166666667,2.683333333,0.916666667,0.0,30.0,20.0,12.0
2021-11-27 16:00,20.85454545,21.77272727,21.37272727,24.28181818,98.16666667,100.0,0.0,73.63333333,0.0,0.0,0.766666667,0.0333333333,29.23333333,19.925,14.7
2021-11-27 17:00,20.87272727,21.77272727,21.34545455,24.28181818,9.816666667,100.0,0.0,0.0,0.0,0.0,0.95,0.383333333,27.265,18.45,27.2
2021-11-27 18:00,20.90909091,21.77272727,21.35454545,24.28181818,0.0,44.48333333,0.0,0.0,0.0,0.0,1.0,0.366666667,28.0,16.45,25.9
2021-11-27 19:00,20.92727273,21.81818182,21.35454545,24.28181818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.266666667,28.0,15.05,27.3
2021-11-27 20:00,20.94545455,21.67272727,21.32727273,24.28181818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.433333333,28.0,15.61166667,29.0
2021-11-27 21:00,20.93636364,21.74545455,21.3,24.29090909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,28.0,17.47666667,34.4
2021-11-27 22:00,20.88181818,21.77272727,21.14545455,24.29090909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.816666667,28.0,18.0,27.7
2021-11-27 23:00,20.83636364,21.75454545,21.24545455,24.29090909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,28.0,18.0,31.2
2021-11-28 0:00,20.79090909,21.74545455,21.22727273,24.29090909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.833333333,28.0,18.0,31.4
2021-11-28 1:00,20.71818182,21.73636364,21.19090909,24.28181818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,28.0,18.0,30.8
2021-11-28 2:00,20.64545455,21.73636364,21.09090909,24.27272727,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.833333333,28.0,18.0,35.1
2021-11-28 3:00,20.59090909,21.71818182,21.08181818,24.27272727,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,28.0,18.0,30.9
2021-11-28 4:00,20.59090909,21.69090909,21.07272727,24.26363636,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,28.0,18.0,32.3
2021-11-28 5:00,20.51818182,21.65454545,21.14545455,24.23636364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,18.15,36.9
2021-11-28 6:00,20.5,21.66363636,21.2,24.23636364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.95833333,19.05,33.0
2021-11-28 7:00,20.41818182,21.62727273,21.16363636,24.23636364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,20.05,28.5
2021-11-28 8:00,20.38181818,21.59090909,21.09090909,24.23636364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,20.595,32.7
2021-11-28 9:00,20.5,21.59090909,21.14545455,24.24545455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,20.0,26.6
2021-11-28 10:00,20.55454545,21.57272727,21.14545455,24.24545455,21.68333333,3.333333333,3.266666667,30.41666667,0.2,8.983333333,0.95,0.65,28.50833333,19.87833333,20.8
2021-11-28 11:00,20.59090909,21.55454545,21.28181818,24.25454545,100.0,88.0,87.88333333,100.0,0.583333333,15.7,0.866666667,0.0,30.0,19.98333333,24.0
2021-11-28 12:00,20.65454545,21.58181818,21.26363636,24.26363636,100.0,100.0,100.0,100.0,0.733333333,35.16666667,1.0,0.0,30.0,20.0,24.0
2021-11-28 13:00,20.69090909,21.57272727,21.18181818,24.25454545,100.0,100.0,100.0,100.0,0.516666667,23.91666667,1.0,0.0,30.0,20.0,24.0
2021-11-28 14:00,20.72727273,21.6,21.18181818,24.25454545,100.0,100.0,100.0,100.0,0.7,33.31666667,0.983333333,0.0,30.0,20.0,24.0
2021-11-28 15:00,20.77272727,21.58181818,21.18181818,24.25454545,100.0,100.0,100.0,100.0,0.216666667,7.966666667,0.95,0.0,30.0,20.0,24.0
2021-11-28 16:00,20.8,21.57272727,21.14545455,24.23636364,100.0,100.0,44.58333333,74.33333333,0.116666667,0.416666667,1.0,0.0,29.23166667,19.925,24.0
2021-11-28 17:00,20.8,21.55454545,21.15454545,24.24545455,22.11666667,100.0,0.0,0.0,0.0,0.0,0.833333333,0.0,27.265,18.45,24.0
2021-11-28 18:00,20.80909091,21.60909091,21.24545455,24.24545455,0.0,46.23333333,0.0,0.0,0.0,0.0,1.0,0.05,28.0,16.45,55.7
2021-11-28 19:00,20.86363636,21.60909091,21.23636364,24.24545455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.133333333,28.0,15.05,34.3
2021-11-28 20:00,20.86363636,21.6,21.25454545,24.24545455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.333333333,28.0,15.61166667,25.6
2021-11-28 21:00,20.9,21.57272727,21.22727273,24.24545455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65,28.0,17.475,26.8
2021-11-28 22:00,20.9,21.56363636,21.23636364,24.24545455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.616666667,28.0,18.0,27.9
2021-11-28 23:00,20.9,21.56363636,21.25454545,24.24545455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65,28.0,18.0,27.2
2021-11-29 0:00,20.86363636,21.49090909,21.2,24.24545455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65,28.0,18.0,27.3
2021-11-29 1:00,20.83636364,21.56363636,21.21818182,24.24545455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,28.0,18.0,29.7
2021-11-29 2:00,20.83636364,21.57272727,21.21818182,24.24545455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.916666667,28.0,18.0,26.3
2021-11-29 3:00,20.8,21.57272727,21.24545455,24.24545455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,28.0,18.0,31.2
2021-11-29 4:00,20.72727273,21.48181818,21.18181818,24.24545455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95,28.0,18.0,32.1
2021-11-29 5:00,20.67272727,21.55454545,21.23636364,24.24545455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.883333333,28.0,18.14166667,26.1
2021-11-29 6:00,20.62727273,21.54545455,21.21818182,24.23636364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.97333333,19.03333333,22.3
2021-11-29 7:00,20.59090909,21.46363636,21.22727273,24.22727273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,20.03333333,18.0
2021-11-29 8:00,20.56363636,21.43636364,21.20909091,24.22727273,40.01666667,40.86666667,0.0,0.0,0.0,0.0,1.0,0.7,27.0,20.6,17.0
2021-11-29 9:00,20.54545455,21.48181818,21.19090909,24.22727273,100.0,100.0,11.36666667,77.15,0.0,0.283333333,1.0,0.0,27.0,20.0,0.9
2021-11-29 10:00,20.28181818,21.15454545,20.57272727,23.59090909,100.0,100.0,99.6,100.0,0.166666667,8.983333333,0.966666667,0.0166666667,28.45333333,20.0,0.0
2021-11-29 11:00,20.6,21.44545455,21.14545455,24.22727273,100.0,100.0,100.0,100.0,0.55,26.45,0.816666667,0.0,30.0,20.0,0.0
2021-11-29 12:00,20.66363636,21.42727273,21.13636364,24.22727273,100.0,100.0,100.0,100.0,0.916666667,47.83333333,0.966666667,0.0,30.0,20.0,0.0
2021-11-29 13:00,20.71818182,21.44545455,21.14545455,24.20909091,100.0,100.0,100.0,100.0,1.0,74.13333333,0.983333333,0.0,30.0,20.0,0.0
2021-11-29 14:00,19.42727273,20.0,18.71818182,21.1,100.0,100.0,100.0,100.0,1.0,80.68333333,0.983333333,0.0,30.0,20.0,0.0
2021-11-29 15:00,19.73636364,20.09090909,18.68181818,21.09090909,100.0,100.0,100.0,100.0,0.45,19.03333333,0.866666667,0.0,30.0,20.0,0.0
2021-11-29 16:00,19.74545455,20.07272727,18.71818182,21.1,98.23333333,100.0,24.9,73.81666667,0.0,0.0,0.983333333,0.0,29.22166667,19.92333333,0.0
2021-11-29 17:00,19.73636364,20.08181818,18.7,21.1,11.46666667,100.0,0.0,0.0,0.0,0.0,0.933333333,0.0,27.26833333,18.44333333,0.0
2021-11-29 18:00,19.77272727,20.1,18.7,21.1,0.0,43.96666667,0.0,0.0,0.0,0.0,1.0,0.0,28.0,16.45,0.0
2021-11-29 19:00,19.78181818,20.09090909,18.7,21.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0833333333,28.0,15.05,12.5
2021-11-29 20:00,19.81818182,20.05454545,18.64545455,21.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,28.0,15.62666667,60.0
2021-11-29 21:00,19.80909091,20.03636364,18.74545455,21.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.616666667,28.0,17.4875,25.5
2021-11-29 22:00,19.89090909,20.1,18.72727273,21.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,28.0,18.0,26.0
2021-11-29 23:00,19.87272727,19.99090909,18.62727273,21.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,28.0,18.0,26.2
2021-11-30 0:00,19.88636363,19.99090909,18.57272727,21.10454546,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65,28.0,18.0,23.6
2021-11-30 1:00,19.9,19.99090909,18.51818182,21.10909091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.633333333,28.0,18.0,26.8
2021-11-30 2:00,19.88181818,19.96363636,18.57272727,21.10909091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,28.0,18.0,22.9
2021-11-30 3:00,19.88181818,19.95454545,18.57272727,21.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.583333333,28.0,18.0,26.3
2021-11-30 4:00,19.92727273,19.94545455,18.56363636,21.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,28.0,18.0,21.0
2021-11-30 5:00,20.24545455,19.98181818,18.56363636,21.1,0.0,0.0,0.0,0.0,0.0,0.0,0.966666667,0.466666667,28.0,18.13333333,24.3
2021-11-30 6:00,20.3,20.43636364,18.53636364,21.10909091,0.0,0.0,0.0,0.0,0.0,0.0,0.966666667,0.6,27.99,19.01666667,23.0
2021-11-30 7:00,21.26363636,20.93636364,19.09090909,21.17272727,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,27.0,20.01666667,36.8
2021-11-30 8:00,22.27272727,21.82727273,20.37272727,22.00909091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.666666667,27.0,20.60833333,34.8
2021-11-30 9:00,23.27272727,22.66363636,20.65454545,22.2,0.0,0.2,0.166666667,0.0333333333,0.0,0.0,1.0,0.55,27.0,20.0,30.5
2021-11-30 10:00,24.28181818,23.32727273,21.20909091,22.61818182,61.85,26.45,26.43333333,62.9,0.0,0.0,1.0,0.6,28.40333333,20.0,22.7
2021-11-30 11:00,24.43636364,23.78181818,22.0,22.9,100.0,100.0,100.0,100.0,0.0,0.0,0.716666667,0.183333333,30.0,20.0,6.9
2021-11-30 12:00,25.68181818,24.4,22.41818182,26.48181818,95.56666667,100.0,100.0,100.0,0.0,0.0,0.716666667,0.65,30.0,20.0,44.8
2021-11-30 13:00,25.29090909,24.36363636,25.56363636,26.63636364,89.13333333,100.0,100.0,100.0,0.0,0.0,0.95,0.65,30.0,20.0,41.4
2021-11-30 14:00,25.13636364,24.33636364,25.64545455,26.64545455,100.0,100.0,100.0,100.0,0.0,0.0,0.683333333,0.283333333,30.0,20.0,42.9
2021-11-30 15:00,24.94545455,25.17272727,25.31818182,26.64545455,100.0,100.0,82.71666667,100.0,0.0,0.0,0.9,0.483333333,30.0,20.0,6.0
2021-11-30 16:00,24.84545455,25.27272727,25.03636364,26.61818182,43.8,100.0,0.0,73.38333333,0.0,0.0,0.95,0.433333333,29.20833333,19.915,20.6
2021-11-30 17:00,24.7,25.04545455,24.79090909,26.54545455,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.216666667,27.27333333,18.41666667,14.7
2021-11-30 18:00,24.7,24.86363636,24.66363636,26.44545455,0.0,41.36666667,0.0,0.0,0.0,0.0,1.0,0.0,28.0,16.41666667,0.5
2021-11-30 19:00,24.59090909,24.37272727,24.6,26.33636364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,28.0,15.04666667,7.4
2021-11-30 20:00,24.49090909,24.10909091,24.59090909,26.26363636,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.383333333,28.0,15.62666667,25.8
2021-11-30 21:00,24.41818182,23.93636364,24.53636364,26.24545455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.566666667,28.0,17.49833333,30.3
2021-11-30 22:00,24.26363636,23.76363636,24.07272727,26.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65,28.0,18.0,26.7
2021-11-30 23:00,24.20909091,23.63636364,23.12727273,26.18181818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65,28.0,18.0,22.4
2021-12-01 0:00,24.13181818,23.53636364,22.56363637,26.14090909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.666666667,28.0,18.0,32.0
2021-12-01 1:00,24.05454545,23.43636364,22.0,26.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.616666667,28.0,18.0,26.0
2021-12-01 2:00,23.97272727,23.33636364,21.50909091,26.07272727,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.666666667,28.0,18.0,26.5
2021-12-01 3:00,23.84545455,23.24545455,21.40909091,26.04545455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,28.0,18.0,30.5
2021-12-01 4:00,23.79090909,23.18181818,21.26363636,26.02727273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.716666667,28.0,18.0,30.3
2021-12-01 5:00,23.60909091,23.12727273,21.22727273,26.00909091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.616666667,28.0,18.13333333,20.0
2021-12-01 6:00,23.45454545,23.03636364,21.18181818,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,28.0,19.01666667,21.9
2021-12-01 7:00,23.3,22.97272727,21.14545455,25.98181818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,27.00333333,20.01666667,28.8
2021-12-01 8:00,23.14545455,22.91818182,21.1,25.95454545,38.23333333,45.81666667,0.0,0.0,0.0,0.0,1.0,0.416666667,27.0,20.62166667,10.8
2021-12-01 9:00,23.05454545,22.85454545,21.08181818,25.94545455,100.0,100.0,9.133333333,98.28333333,0.0,0.0,1.0,0.0,27.0,20.0,0.0
2021-12-01 10:00,22.99090909,22.75454545,21.06363636,25.94545455,100.0,100.0,98.83333333,100.0,0.0,0.0,0.95,0.0,28.37,20.0,0.0
2021-12-01 11:00,22.97272727,22.71818182,21.02727273,25.92727273,100.0,100.0,100.0,100.0,0.0,0.0,0.9,0.0,30.0,20.0,3.9
2021-12-01 12:00,23.0,22.69090909,20.99090909,25.91818182,100.0,100.0,100.0,99.48333333,0.0,0.0,0.916666667,0.0,30.0,20.0,5.2
2021-12-01 13:00,22.99090909,22.65454545,20.97272727,25.9,100.0,100.0,100.0,100.0,0.166666667,2.033333333,0.866666667,0.0,30.0,20.0,0.0
2021-12-01 14:00,22.97272727,22.65454545,20.97272727,25.90909091,100.0,100.0,100.0,100.0,0.166666667,3.5,0.866666667,0.0,30.0,20.0,0.0
2021-12-01 15:00,22.96363636,22.63636364,20.97272727,25.89090909,100.0,100.0,81.95,100.0,0.0,0.0,0.9,0.0,30.0,20.0,0.0
2021-12-01 16:00,22.92727273,22.61818182,20.95454545,25.88181818,95.0,100.0,0.0,72.81666667,0.0,0.0,0.866666667,0.333333333,29.18666667,19.915,12.8
2021-12-01 17:00,22.88181818,22.6,20.93636364,25.84545455,5.85,100.0,0.0,0.0,0.0,0.0,1.0,0.733333333,27.28,18.41666667,34.3
2021-12-01 18:00,22.8,22.6,20.90909091,25.82727273,0.0,32.05,0.0,0.0,0.0,0.0,1.0,0.366666667,28.0,16.41666667,47.9
2021-12-01 19:00,22.67272727,22.60909091,20.89090909,25.79090909,0.0,0.0,0.0,0.0,0.0,0.0,0.916666667,0.316666667,28.0,15.04333333,45.4
2021-12-01 20:00,22.59090909,22.62727273,21.02727273,25.78181818,0.0,0.0,0.0,0.0,0.0,0.0,0.966666667,0.65,28.0,15.60620614,33.9
2021-12-01 21:00,22.49090909,22.58181818,20.90909091,25.75454545,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,17.38212719,30.6
2021-12-01 22:00,22.34545455,22.51818182,20.92727273,25.73636364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.933333333,28.0,18.0,34.5
2021-12-01 23:00,22.23636364,22.5,20.9,25.72727273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,18.0,35.5
2021-12-02 0:00,22.1,22.48181818,20.86363636,25.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,18.0,25.2
2021-12-02 1:00,21.96363636,22.43636364,20.86363636,25.65454545,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,18.0,30.7
2021-12-02 2:00,21.84545455,22.41818182,20.86363636,25.66363636,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,18.0,34.2
2021-12-02 3:00,21.7,22.39090909,20.84545455,25.64545455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,18.0,36.0
2021-12-02 4:00,21.58181818,22.37272727,20.92727273,25.58181818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,18.0,28.8
2021-12-02 5:00,21.48181818,22.31818182,20.85454545,25.43636364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,18.125,30.7
2021-12-02 6:00,21.35454545,22.42727273,20.87272727,25.16363636,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,19.0,30.8
2021-12-02 7:00,21.22727273,22.40909091,20.85454545,24.86363636,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.01833333,20.0,27.8
2021-12-02 8:00,21.12727273,22.36363636,20.80909091,24.45454545,35.98333333,41.76666667,0.0,0.0,0.0,0.0,1.0,0.75,27.0,20.63333333,25.5
2021-12-02 9:00,21.05454545,22.3,20.8,23.93636364,100.0,100.0,8.4,96.7,0.0,0.0,1.0,0.0333333333,27.0,20.0,8.6
2021-12-02 10:00,21.09090909,22.23636364,20.79090909,23.49090909,100.0,100.0,98.43333333,100.0,0.166666667,12.63333333,0.75,0.0,28.32333333,20.0,6.0
2021-12-02 11:00,21.22727273,22.2,20.76363636,23.3,100.0,100.0,100.0,100.0,0.5,13.61666667,0.75,0.0,30.0,20.0,6.0
2021-12-02 12:00,21.32727273,22.20909091,20.74545455,23.21818182,100.0,100.0,100.0,100.0,0.65,20.21666667,0.816666667,0.0,30.0,20.0,6.0
2021-12-02 13:00,21.4,22.18181818,20.75454545,23.10909091,100.0,100.0,100.0,100.0,0.366666667,17.41666667,0.85,0.0,30.0,20.0,6.0
2021-12-02 14:00,21.45454545,22.16363636,20.72727273,23.01818182,100.0,100.0,100.0,100.0,0.333333333,4.383333333,0.95,0.0,30.0,20.0,6.0
2021-12-02 15:00,21.50909091,22.14545455,20.72727273,22.89090909,100.0,100.0,81.7,100.0,0.0,0.516666667,0.75,0.0,30.0,20.0,6.0
2021-12-02 16:00,21.52727273,22.1,20.7,22.65454545,97.08333333,100.0,0.0,72.56666667,0.0,0.0,0.983333333,0.166666667,29.18,19.915,12.7
2021-12-02 17:00,21.52727273,22.11818182,20.70909091,22.54545455,7.833333333,100.0,0.0,0.0,0.0,0.0,1.0,0.666666667,27.28166667,18.41666667,63.9
2021-12-02 18:00,21.57272727,22.08181818,20.68181818,22.33636364,0.0,31.7,0.0,0.0,0.0,0.0,1.0,0.666666667,28.0,16.41666667,63.4
2021-12-02 19:00,21.57272727,22.09090909,20.67272727,22.31818182,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65,28.0,15.04333333,43.9
2021-12-02 20:00,21.56363636,22.02727273,20.65454545,22.23636364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,28.0,15.65333333,58.9
2021-12-02 21:00,21.6,22.00909091,20.65454545,22.20909091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.966666667,28.0,17.50833333,32.1
2021-12-02 22:00,21.58181818,22.09090909,20.60909091,22.21818182,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.883333333,28.0,18.0,36.9
