10CM 정시 토양수분(%),20CM 정시 토양수분(%),30CM 정시 토양수분(%),50CM 정시 토양수분(%),일자,smart_farm.shield_light_h,smart_farm.shield_tmperature_h,smart_farm.shield_energy_h,smart_farm.shield_energy_v,smart_farm.exhaust_fan,smart_farm.ceiling,smart_farm.floating_fan,smart_farm.fan_coil_b_site,smart_farm.ventilation_temperature_control,smart_farm.heating_temperature_set_up,smart_farm.heat_supply
20.86363636,21.92727273,21.61818182,24.31818182,2021-11-27 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95,28.0,18.0,0.6666666666666666
20.8,21.93636364,21.59090909,24.31818182,2021-11-27 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95,28.0,18.0,0.5950000000000001
20.73636364,21.80909091,21.41818182,24.32727273,2021-11-27 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,18.0,0.4683333333333335
20.70909091,21.79090909,21.5,24.32727273,2021-11-27 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,18.169999999999998,0.5583333333333333
20.66363636,21.79090909,21.49090909,24.32727273,2021-11-27 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.936666666666667,19.08333333333333,0.5016666666666667
20.58181818,21.79090909,21.47272727,24.30909091,2021-11-27 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,20.08333333333333,0.46499999999999986
20.54545455,21.77272727,21.32727273,24.30909091,2021-11-27 08:00:00,43.85,51.28333333333333,0.0,2.466666666666667,0.0,0.0,1.0,0.5333333333333333,27.0,20.586666666666666,0.275
20.53636364,21.75454545,21.44545455,24.3,2021-11-27 09:00:00,100.0,100.0,14.783333333333333,92.61666666666666,0.0,3.8833333333333333,1.0,0.0,27.0,20.0,0.19999999999999993
20.59090909,21.75454545,21.40909091,24.28181818,2021-11-27 10:00:00,100.0,100.0,100.0,100.0,0.48333333333333334,22.733333333333334,0.95,0.0,28.565,20.0,0.19999999999999993
20.6,21.72727273,21.42727273,24.29090909,2021-11-27 11:00:00,100.0,100.0,100.0,100.0,0.8333333333333334,40.916666666666664,0.9166666666666666,0.0,30.0,20.0,0.19999999999999993
20.65454545,21.72727273,21.37272727,24.29090909,2021-11-27 12:00:00,100.0,100.0,100.0,100.0,1.0,55.0,1.0,0.0,30.0,20.0,0.19999999999999993
20.76363636,21.7,21.17272727,24.28181818,2021-11-27 13:00:00,100.0,100.0,100.0,100.0,1.0,55.0,1.0,0.0,30.0,20.0,0.19999999999999993
20.84545455,21.70909091,21.34545455,24.28181818,2021-11-27 14:00:00,100.0,100.0,100.0,100.0,0.48333333333333334,13.75,0.9,0.0,30.0,20.0,0.19999999999999993
20.85454545,21.68181818,21.28181818,24.28181818,2021-11-27 15:00:00,100.0,100.0,83.56666666666666,100.0,0.16666666666666666,2.683333333333333,0.9166666666666666,0.0,30.0,20.0,0.19999999999999993
20.85454545,21.77272727,21.37272727,24.28181818,2021-11-27 16:00:00,98.16666666666667,100.0,0.0,73.63333333333334,0.0,0.0,0.7666666666666667,0.03333333333333333,29.233333333333334,19.925,0.245
20.87272727,21.77272727,21.34545455,24.28181818,2021-11-27 17:00:00,9.816666666666666,100.0,0.0,0.0,0.0,0.0,0.95,0.38333333333333336,27.265,18.449999999999996,0.4533333333333333
20.90909091,21.77272727,21.35454545,24.28181818,2021-11-27 18:00:00,0.0,44.483333333333334,0.0,0.0,0.0,0.0,1.0,0.36666666666666664,28.0,16.45,0.4316666666666668
20.92727273,21.81818182,21.35454545,24.28181818,2021-11-27 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.26666666666666666,28.0,15.05,0.45500000000000007
20.94545455,21.67272727,21.32727273,24.28181818,2021-11-27 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.43333333333333335,28.0,15.611666666666666,0.48333333333333334
20.93636364,21.74545455,21.3,24.29090909,2021-11-27 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,28.0,17.476666666666667,0.5733333333333335
20.88181818,21.77272727,21.14545455,24.29090909,2021-11-27 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8166666666666667,28.0,18.0,0.4616666666666667
20.83636364,21.75454545,21.24545455,24.29090909,2021-11-27 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,28.0,18.0,0.52
20.79090909,21.74545455,21.22727273,24.29090909,2021-11-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8333333333333334,28.0,18.0,0.5233333333333333
20.71818182,21.73636364,21.19090909,24.28181818,2021-11-28 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,28.0,18.0,0.5133333333333333
20.64545455,21.73636364,21.09090909,24.27272727,2021-11-28 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8333333333333334,28.0,18.0,0.5850000000000001
20.59090909,21.71818182,21.08181818,24.27272727,2021-11-28 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,28.0,18.0,0.515
20.59090909,21.69090909,21.07272727,24.26363636,2021-11-28 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,28.0,18.0,0.5383333333333333
20.51818182,21.65454545,21.14545455,24.23636364,2021-11-28 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,18.15,0.6150000000000001
20.5,21.66363636,21.2,24.23636364,2021-11-28 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.958333333333332,19.05,0.5500000000000002
20.41818182,21.62727273,21.16363636,24.23636364,2021-11-28 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,20.05,0.47500000000000014
20.38181818,21.59090909,21.09090909,24.23636364,2021-11-28 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,20.594999999999995,0.545
20.5,21.59090909,21.14545455,24.24545455,2021-11-28 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,20.0,0.44333333333333325
20.55454545,21.57272727,21.14545455,24.24545455,2021-11-28 10:00:00,21.683333333333334,3.3333333333333335,3.2666666666666666,30.416666666666668,0.2,8.983333333333333,0.95,0.65,28.508333333333333,19.87833333333333,0.34666666666666657
20.59090909,21.55454545,21.28181818,24.25454545,2021-11-28 11:00:00,100.0,88.0,87.88333333333334,100.0,0.5833333333333334,15.7,0.8666666666666667,0.0,30.0,19.983333333333334,0.39999999999999986
20.65454545,21.58181818,21.26363636,24.26363636,2021-11-28 12:00:00,100.0,100.0,100.0,100.0,0.7333333333333333,35.166666666666664,1.0,0.0,30.0,20.0,0.39999999999999986
20.69090909,21.57272727,21.18181818,24.25454545,2021-11-28 13:00:00,100.0,100.0,100.0,100.0,0.5166666666666667,23.916666666666668,1.0,0.0,30.0,20.0,0.39999999999999986
20.72727273,21.6,21.18181818,24.25454545,2021-11-28 14:00:00,100.0,100.0,100.0,100.0,0.7,33.31666666666667,0.9833333333333333,0.0,30.0,20.0,0.39999999999999986
20.77272727,21.58181818,21.18181818,24.25454545,2021-11-28 15:00:00,100.0,100.0,100.0,100.0,0.21666666666666667,7.966666666666667,0.95,0.0,30.0,20.0,0.39999999999999986
20.8,21.57272727,21.14545455,24.23636364,2021-11-28 16:00:00,100.0,100.0,44.583333333333336,74.33333333333333,0.11666666666666667,0.4166666666666667,1.0,0.0,29.23166666666667,19.925,0.39999999999999986
20.8,21.55454545,21.15454545,24.24545455,2021-11-28 17:00:00,22.116666666666667,100.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,27.265,18.449999999999996,0.39999999999999986
20.80909091,21.60909091,21.24545455,24.24545455,2021-11-28 18:00:00,0.0,46.233333333333334,0.0,0.0,0.0,0.0,1.0,0.05,28.0,16.45,0.9283333333333333
20.86363636,21.60909091,21.23636364,24.24545455,2021-11-28 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13333333333333333,28.0,15.05,0.5716666666666669
20.86363636,21.6,21.25454545,24.24545455,2021-11-28 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,28.0,15.611666666666668,0.42666666666666675
20.9,21.57272727,21.22727273,24.24545455,2021-11-28 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65,28.0,17.475,0.44666666666666666
20.9,21.56363636,21.23636364,24.24545455,2021-11-28 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6166666666666667,28.0,18.0,0.465
20.9,21.56363636,21.25454545,24.24545455,2021-11-28 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65,28.0,18.0,0.45333333333333325
20.86363636,21.49090909,21.2,24.24545455,2021-11-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65,28.0,18.0,0.45500000000000007
20.83636364,21.56363636,21.21818182,24.24545455,2021-11-29 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,28.0,18.0,0.49500000000000005
20.83636364,21.57272727,21.21818182,24.24545455,2021-11-29 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9166666666666666,28.0,18.0,0.4383333333333334
20.8,21.57272727,21.24545455,24.24545455,2021-11-29 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,28.0,18.0,0.52
20.72727273,21.48181818,21.18181818,24.24545455,2021-11-29 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95,28.0,18.0,0.535
20.67272727,21.55454545,21.23636364,24.24545455,2021-11-29 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8833333333333333,28.0,18.141666666666666,0.43499999999999994
20.62727273,21.54545455,21.21818182,24.23636364,2021-11-29 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.973333333333336,19.033333333333335,0.37166666666666665
20.59090909,21.46363636,21.22727273,24.22727273,2021-11-29 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,20.033333333333335,0.29999999999999993
20.56363636,21.43636364,21.20909091,24.22727273,2021-11-29 08:00:00,40.016666666666666,40.86666666666667,0.0,0.0,0.0,0.0,1.0,0.7,27.0,20.6,0.2833333333333333
20.54545455,21.48181818,21.19090909,24.22727273,2021-11-29 09:00:00,100.0,100.0,11.366666666666667,77.15,0.0,0.2833333333333333,1.0,0.0,27.0,20.0,0.015000000000000003
20.28181818,21.15454545,20.57272727,23.59090909,2021-11-29 10:00:00,100.0,100.0,99.6,100.0,0.16666666666666666,8.983333333333333,0.9666666666666667,0.016666666666666666,28.453333333333333,20.0,0.0
20.6,21.44545455,21.14545455,24.22727273,2021-11-29 11:00:00,100.0,100.0,100.0,100.0,0.55,26.45,0.8166666666666667,0.0,30.0,20.0,0.0
20.66363636,21.42727273,21.13636364,24.22727273,2021-11-29 12:00:00,100.0,100.0,100.0,100.0,0.9166666666666666,47.833333333333336,0.9666666666666667,0.0,30.0,20.0,0.0
20.71818182,21.44545455,21.14545455,24.20909091,2021-11-29 13:00:00,100.0,100.0,100.0,100.0,1.0,74.13333333333334,0.9833333333333333,0.0,30.0,20.0,0.0
19.42727273,20.0,18.71818182,21.1,2021-11-29 14:00:00,100.0,100.0,100.0,100.0,1.0,80.68333333333334,0.9833333333333333,0.0,30.0,20.0,0.0
19.73636364,20.09090909,18.68181818,21.09090909,2021-11-29 15:00:00,100.0,100.0,100.0,100.0,0.45,19.033333333333335,0.8666666666666667,0.0,30.0,20.0,0.0
19.74545455,20.07272727,18.71818182,21.1,2021-11-29 16:00:00,98.23333333333333,100.0,24.9,73.81666666666666,0.0,0.0,0.9833333333333333,0.0,29.221666666666668,19.923333333333336,0.0
19.73636364,20.08181818,18.7,21.1,2021-11-29 17:00:00,11.466666666666667,100.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,27.26833333333333,18.44333333333333,0.0
19.77272727,20.1,18.7,21.1,2021-11-29 18:00:00,0.0,43.96666666666667,0.0,0.0,0.0,0.0,1.0,0.0,28.0,16.45,0.0
19.78181818,20.09090909,18.7,21.1,2021-11-29 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08333333333333333,28.0,15.05,0.20833333333333334
19.81818182,20.05454545,18.64545455,21.1,2021-11-29 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,28.0,15.626666666666667,1.0
19.80909091,20.03636364,18.74545455,21.1,2021-11-29 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6166666666666667,28.0,17.4875,0.425
19.89090909,20.1,18.72727273,21.1,2021-11-29 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,28.0,18.0,0.43333333333333346
19.87272727,19.99090909,18.62727273,21.1,2021-11-29 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,28.0,18.0,0.4366666666666667
19.886363635,19.99090909,18.572727275,21.104545455,2021-11-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65,28.0,18.0,0.3933333333333334
19.9,19.99090909,18.51818182,21.10909091,2021-11-30 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6333333333333333,28.0,18.0,0.44666666666666666
19.88181818,19.96363636,18.57272727,21.10909091,2021-11-30 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,28.0,18.0,0.38166666666666677
19.88181818,19.95454545,18.57272727,21.1,2021-11-30 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5833333333333334,28.0,18.0,0.43833333333333335
19.92727273,19.94545455,18.56363636,21.1,2021-11-30 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,28.0,18.0,0.35
20.24545455,19.98181818,18.56363636,21.1,2021-11-30 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9666666666666667,0.4666666666666667,28.0,18.133333333333333,0.4050000000000001
20.3,20.43636364,18.53636364,21.10909091,2021-11-30 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9666666666666667,0.6,27.990000000000002,19.016666666666666,0.38333333333333347
21.26363636,20.93636364,19.09090909,21.17272727,2021-11-30 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,27.0,20.016666666666666,0.6133333333333335
22.27272727,21.82727273,20.37272727,22.00909091,2021-11-30 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,27.0,20.608333333333334,0.5800000000000001
23.27272727,22.66363636,20.65454545,22.2,2021-11-30 09:00:00,0.0,0.2,0.16666666666666666,0.03333333333333333,0.0,0.0,1.0,0.55,27.0,20.0,0.5083333333333334
24.28181818,23.32727273,21.20909091,22.61818182,2021-11-30 10:00:00,61.85,26.45,26.433333333333334,62.9,0.0,0.0,1.0,0.6,28.403333333333332,20.0,0.3783333333333333
24.43636364,23.78181818,22.0,22.9,2021-11-30 11:00:00,100.0,100.0,100.0,100.0,0.0,0.0,0.7166666666666667,0.18333333333333332,30.0,20.0,0.115
25.68181818,24.4,22.41818182,26.48181818,2021-11-30 12:00:00,95.56666666666666,100.0,100.0,100.0,0.0,0.0,0.7166666666666667,0.65,30.0,20.0,0.7466666666666666
25.29090909,24.36363636,25.56363636,26.63636364,2021-11-30 13:00:00,89.13333333333334,100.0,100.0,100.0,0.0,0.0,0.95,0.65,30.0,20.0,0.6899999999999998
25.13636364,24.33636364,25.64545455,26.64545455,2021-11-30 14:00:00,100.0,100.0,100.0,100.0,0.0,0.0,0.6833333333333333,0.2833333333333333,30.0,20.0,0.7150000000000001
24.94545455,25.17272727,25.31818182,26.64545455,2021-11-30 15:00:00,100.0,100.0,82.71666666666667,100.0,0.0,0.0,0.9,0.48333333333333334,30.0,20.0,0.09999999999999996
24.84545455,25.27272727,25.03636364,26.61818182,2021-11-30 16:00:00,43.8,100.0,0.0,73.38333333333334,0.0,0.0,0.95,0.43333333333333335,29.208333333333332,19.915000000000003,0.3433333333333334
24.7,25.04545455,24.79090909,26.54545455,2021-11-30 17:00:00,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.21666666666666667,27.273333333333333,18.416666666666668,0.245
24.7,24.86363636,24.66363636,26.44545455,2021-11-30 18:00:00,0.0,41.36666666666667,0.0,0.0,0.0,0.0,1.0,0.0,28.0,16.416666666666664,0.008333333333333333
24.59090909,24.37272727,24.6,26.33636364,2021-11-30 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,28.0,15.046666666666665,0.12333333333333332
24.49090909,24.10909091,24.59090909,26.26363636,2021-11-30 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.38333333333333336,28.0,15.626666666666667,0.42999999999999994
24.41818182,23.93636364,24.53636364,26.24545455,2021-11-30 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5666666666666667,28.0,17.498333333333335,0.5050000000000001
24.26363636,23.76363636,24.07272727,26.2,2021-11-30 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65,28.0,18.0,0.445
24.20909091,23.63636364,23.12727273,26.18181818,2021-11-30 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65,28.0,18.0,0.3733333333333333
24.13181818,23.536363639999998,22.563636365,26.14090909,2021-12-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,28.0,18.0,0.5333333333333334
24.05454545,23.43636364,22.0,26.1,2021-12-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6166666666666667,28.0,18.0,0.4333333333333334
23.97272727,23.33636364,21.50909091,26.07272727,2021-12-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,28.0,18.0,0.44166666666666665
23.84545455,23.24545455,21.40909091,26.04545455,2021-12-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,28.0,18.0,0.5083333333333334
23.79090909,23.18181818,21.26363636,26.02727273,2021-12-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7166666666666667,28.0,18.0,0.5050000000000001
23.60909091,23.12727273,21.22727273,26.00909091,2021-12-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6166666666666667,28.0,18.133333333333333,0.33333333333333337
23.45454545,23.03636364,21.18181818,26.0,2021-12-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,28.0,19.016666666666666,0.3650000000000001
23.3,22.97272727,21.14545455,25.98181818,2021-12-01 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,27.003333333333334,20.016666666666666,0.48000000000000004
23.14545455,22.91818182,21.1,25.95454545,2021-12-01 08:00:00,38.233333333333334,45.81666666666667,0.0,0.0,0.0,0.0,1.0,0.4166666666666667,27.0,20.621666666666663,0.18000000000000002
23.05454545,22.85454545,21.08181818,25.94545455,2021-12-01 09:00:00,100.0,100.0,9.133333333333333,98.28333333333333,0.0,0.0,1.0,0.0,27.0,20.0,0.0
22.99090909,22.75454545,21.06363636,25.94545455,2021-12-01 10:00:00,100.0,100.0,98.83333333333333,100.0,0.0,0.0,0.95,0.0,28.37,20.0,0.0
22.97272727,22.71818182,21.02727273,25.92727273,2021-12-01 11:00:00,100.0,100.0,100.0,100.0,0.0,0.0,0.9,0.0,30.0,20.0,0.065
23.0,22.69090909,20.99090909,25.91818182,2021-12-01 12:00:00,100.0,100.0,100.0,99.48333333333333,0.0,0.0,0.9166666666666666,0.0,30.0,20.0,0.08666666666666666
22.99090909,22.65454545,20.97272727,25.9,2021-12-01 13:00:00,100.0,100.0,100.0,100.0,0.16666666666666666,2.033333333333333,0.8666666666666667,0.0,30.0,20.0,0.0
22.97272727,22.65454545,20.97272727,25.90909091,2021-12-01 14:00:00,100.0,100.0,100.0,100.0,0.16666666666666666,3.5,0.8666666666666667,0.0,30.0,20.0,0.0
22.96363636,22.63636364,20.97272727,25.89090909,2021-12-01 15:00:00,100.0,100.0,81.95,100.0,0.0,0.0,0.9,0.0,30.0,20.0,0.0
22.92727273,22.61818182,20.95454545,25.88181818,2021-12-01 16:00:00,95.0,100.0,0.0,72.81666666666666,0.0,0.0,0.8666666666666667,0.3333333333333333,29.186666666666664,19.915000000000003,0.21333333333333335
22.88181818,22.6,20.93636364,25.84545455,2021-12-01 17:00:00,5.85,100.0,0.0,0.0,0.0,0.0,1.0,0.7333333333333333,27.279999999999998,18.416666666666668,0.5716666666666668
22.8,22.6,20.90909091,25.82727273,2021-12-01 18:00:00,0.0,32.05,0.0,0.0,0.0,0.0,1.0,0.36666666666666664,28.0,16.416666666666664,0.7983333333333333
22.67272727,22.60909091,20.89090909,25.79090909,2021-12-01 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.31666666666666665,28.0,15.043333333333331,0.7566666666666666
22.59090909,22.62727273,21.02727273,25.78181818,2021-12-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.9666666666666667,0.65,28.0,15.606206140350878,0.5650000000000001
22.49090909,22.58181818,20.90909091,25.75454545,2021-12-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,17.382127192982455,0.51
22.34545455,22.51818182,20.92727273,25.73636364,2021-12-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9333333333333333,28.0,18.0,0.575
22.23636364,22.5,20.9,25.72727273,2021-12-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,18.0,0.5916666666666666
22.1,22.48181818,20.86363636,25.7,2021-12-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,18.0,0.4200000000000001
21.96363636,22.43636364,20.86363636,25.65454545,2021-12-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,18.0,0.5116666666666666
21.84545455,22.41818182,20.86363636,25.66363636,2021-12-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,18.0,0.57
21.7,22.39090909,20.84545455,25.64545455,2021-12-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,18.0,0.6
21.58181818,22.37272727,20.92727273,25.58181818,2021-12-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,18.0,0.48000000000000004
